iter	Passed	Remaining
0	7	7772
1	15	7650
2	22	7344
3	29	7261
4	39	7829
5	47	7920
6	56	8001
7	66	8280
8	74	8199
9	82	8181
10	89	8026
11	98	8128
12	105	8019
13	116	8192
14	127	8389
15	135	8335
16	142	8250
17	150	8187
18	159	8248
19	167	8209
20	176	8227
21	183	8156
22	191	8153
23	198	8090
24	207	8083
25	214	8034
26	223	8050
27	230	8018
28	239	8020
29	247	7994
30	255	7980
31	262	7952
32	271	7941
33	277	7894
34	286	7908
35	294	7899
36	304	7930
37	312	7912
38	320	7899
39	328	7887
40	336	7869
41	343	7838
42	352	7844
43	360	7839
44	369	7845
45	379	7864
46	386	7844
47	395	7837
48	404	7845
49	413	7849
50	421	7844
51	430	7844
52	437	7815
53	444	7784
54	451	7764
55	461	7771
56	468	7749
57	475	7729
58	484	7728
59	492	7713
60	501	7712
61	510	7720
62	516	7685
63	523	7661
64	531	7640
65	538	7615
66	546	7606
67	553	7586
68	560	7562
69	568	7554
70	577	7555
71	584	7537
72	592	7526
73	598	7494
74	606	7477
75	612	7451
76	619	7422
77	626	7401
78	632	7372
79	639	7354
80	645	7326
81	652	7302
82	658	7278
83	664	7245
84	672	7238
85	678	7213
86	685	7198
87	692	7176
88	699	7160
89	706	7139
90	712	7121
91	720	7106
92	726	7081
93	733	7068
94	739	7048
95	746	7033
96	753	7019
97	761	7006
98	768	6997
99	776	6990
100	784	6979
101	793	6982
102	800	6973
103	807	6959
104	815	6954
105	823	6945
106	833	6953
107	840	6944
108	850	6953
109	859	6953
110	867	6949
111	876	6950
112	883	6937
113	892	6938
114	900	6926
115	908	6922
116	917	6925
117	925	6916
118	932	6904
119	940	6897
120	948	6887
121	955	6873
122	962	6865
123	970	6853
124	978	6847
125	985	6838
126	995	6840
127	1001	6822
128	1010	6819
129	1016	6801
130	1024	6794
131	1030	6777
132	1038	6770
133	1045	6756
134	1052	6744
135	1059	6728
136	1065	6714
137	1072	6701
138	1079	6685
139	1086	6671
140	1092	6655
141	1100	6647
142	1107	6634
143	1113	6618
144	1120	6609
145	1127	6596
146	1135	6586
147	1142	6575
148	1149	6563
149	1155	6549
150	1162	6535
151	1170	6528
152	1177	6517
153	1186	6519
154	1195	6518
155	1203	6509
156	1210	6500
157	1217	6487
158	1222	6467
159	1230	6461
160	1236	6443
161	1244	6435
162	1250	6420
163	1257	6411
164	1264	6401
165	1272	6395
166	1281	6391
167	1289	6388
168	1298	6383
169	1304	6367
170	1311	6360
171	1319	6351
172	1327	6344
173	1335	6337
174	1342	6329
175	1350	6321
176	1357	6311
177	1364	6301
178	1371	6288
179	1377	6274
180	1384	6264
181	1391	6255
182	1398	6244
183	1405	6233
184	1411	6220
185	1418	6208
186	1424	6194
187	1431	6180
188	1439	6174
189	1445	6160
190	1452	6151
191	1458	6137
192	1463	6121
193	1470	6109
194	1477	6098
195	1485	6094
196	1491	6079
197	1498	6067
198	1504	6054
199	1510	6041
200	1517	6032
201	1524	6021
202	1531	6014
203	1538	6001
204	1545	5993
205	1551	5981
206	1558	5971
207	1567	5966
208	1575	5963
209	1582	5953
210	1589	5944
211	1596	5935
212	1604	5927
213	1613	5926
214	1620	5916
215	1628	5911
216	1634	5899
217	1641	5888
218	1648	5877
219	1654	5865
220	1662	5861
221	1669	5851
222	1677	5844
223	1683	5831
224	1690	5822
225	1696	5809
226	1701	5795
227	1709	5787
228	1715	5774
229	1723	5768
230	1729	5758
231	1736	5747
232	1743	5738
233	1748	5725
234	1756	5719
235	1763	5709
236	1770	5699
237	1776	5686
238	1782	5675
239	1789	5668
240	1796	5659
241	1804	5652
242	1812	5647
243	1821	5642
244	1829	5638
245	1837	5631
246	1844	5622
247	1851	5613
248	1857	5601
249	1863	5590
250	1871	5583
251	1877	5572
252	1885	5567
253	1892	5557
254	1900	5551
255	1906	5541
256	1913	5531
257	1919	5519
258	1925	5507
259	1931	5498
260	1937	5486
261	1944	5477
262	1950	5465
263	1956	5453
264	1964	5448
265	1970	5437
266	1979	5433
267	1985	5423
268	1992	5414
269	2000	5408
270	2006	5398
271	2016	5396
272	2023	5389
273	2031	5382
274	2040	5378
275	2047	5371
276	2055	5365
277	2063	5359
278	2070	5349
279	2078	5343
280	2085	5336
281	2092	5327
282	2099	5318
283	2107	5312
284	2113	5302
285	2119	5291
286	2126	5282
287	2131	5270
288	2137	5259
289	2143	5247
290	2149	5237
291	2156	5229
292	2163	5219
293	2171	5213
294	2177	5204
295	2188	5204
296	2195	5196
297	2201	5186
298	2208	5178
299	2214	5166
300	2220	5156
301	2227	5147
302	2233	5138
303	2239	5128
304	2247	5121
305	2253	5110
306	2261	5104
307	2268	5097
308	2275	5088
309	2282	5080
310	2288	5070
311	2295	5061
312	2300	5050
313	2307	5040
314	2314	5032
315	2320	5022
316	2326	5012
317	2332	5001
318	2338	4991
319	2344	4981
320	2350	4971
321	2356	4962
322	2363	4954
323	2371	4947
324	2379	4942
325	2388	4938
326	2395	4931
327	2402	4921
328	2409	4914
329	2415	4905
330	2423	4897
331	2428	4886
332	2434	4876
333	2442	4871
334	2449	4862
335	2457	4856
336	2464	4848
337	2471	4841
338	2478	4832
339	2485	4825
340	2492	4816
341	2497	4806
342	2506	4801
343	2513	4792
344	2521	4786
345	2526	4776
346	2534	4769
347	2540	4759
348	2546	4749
349	2553	4742
350	2559	4733
351	2566	4724
352	2572	4715
353	2581	4710
354	2588	4702
355	2598	4699
356	2605	4693
357	2611	4683
358	2618	4676
359	2625	4667
360	2633	4661
361	2639	4651
362	2646	4644
363	2652	4634
364	2659	4626
365	2666	4619
366	2672	4610
367	2680	4602
368	2686	4593
369	2693	4586
370	2699	4577
371	2706	4568
372	2713	4561
373	2720	4554
374	2727	4545
375	2733	4535
376	2738	4525
377	2745	4518
378	2751	4508
379	2759	4501
380	2766	4493
381	2772	4485
382	2779	4477
383	2786	4469
384	2794	4463
385	2800	4455
386	2808	4448
387	2816	4441
388	2823	4435
389	2831	4428
390	2839	4422
391	2846	4414
392	2854	4408
393	2861	4401
394	2869	4394
395	2878	4390
396	2886	4384
397	2892	4375
398	2899	4367
399	2906	4360
400	2913	4351
401	2921	4345
402	2926	4335
403	2933	4328
404	2939	4319
405	2946	4311
406	2954	4304
407	2959	4294
408	2965	4285
409	2974	4279
410	2980	4271
411	2987	4263
412	2996	4259
413	3003	4252
414	3011	4245
415	3020	4240
416	3027	4232
417	3036	4228
418	3043	4220
419	3051	4213
420	3057	4205
421	3066	4199
422	3073	4192
423	3081	4186
424	3089	4180
425	3096	4172
426	3104	4166
427	3113	4161
428	3119	4152
429	3125	4143
430	3132	4135
431	3138	4126
432	3145	4119
433	3152	4111
434	3159	4103
435	3165	4095
436	3172	4087
437	3180	4080
438	3186	4072
439	3193	4064
440	3201	4057
441	3209	4051
442	3216	4044
443	3223	4037
444	3230	4028
445	3236	4020
446	3243	4012
447	3250	4005
448	3257	3997
449	3264	3989
450	3276	3988
451	3283	3980
452	3291	3974
453	3298	3967
454	3306	3960
455	3313	3952
456	3320	3944
457	3325	3935
458	3331	3927
459	3339	3920
460	3345	3911
461	3352	3904
462	3358	3895
463	3366	3888
464	3373	3881
465	3379	3873
466	3386	3865
467	3392	3856
468	3399	3848
469	3406	3840
470	3413	3833
471	3420	3826
472	3428	3819
473	3436	3813
474	3442	3804
475	3449	3797
476	3455	3788
477	3463	3781
478	3469	3773
479	3475	3765
480	3483	3758
481	3490	3751
482	3497	3743
483	3503	3735
484	3510	3727
485	3517	3720
486	3524	3712
487	3530	3703
488	3536	3695
489	3544	3689
490	3551	3681
491	3558	3673
492	3564	3666
493	3572	3659
494	3579	3652
495	3586	3643
496	3593	3637
497	3600	3629
498	3608	3623
499	3615	3615
500	3623	3608
501	3629	3600
502	3636	3593
503	3644	3586
504	3651	3578
505	3658	3571
506	3666	3564
507	3673	3558
508	3680	3550
509	3688	3543
510	3694	3535
511	3702	3528
512	3714	3526
513	3724	3521
514	3731	3514
515	3739	3507
516	3747	3500
517	3754	3494
518	3762	3486
519	3769	3479
520	3776	3472
521	3783	3464
522	3790	3457
523	3798	3450
524	3804	3442
525	3814	3437
526	3825	3433
527	3838	3431
528	3848	3426
529	3855	3419
530	3864	3413
531	3872	3406
532	3879	3399
533	3887	3392
534	3895	3385
535	3902	3377
536	3910	3371
537	3916	3363
538	3923	3356
539	3930	3348
540	3939	3341
541	3946	3334
542	3952	3326
543	3961	3320
544	3968	3312
545	3975	3305
546	3982	3298
547	3990	3291
548	3997	3284
549	4006	3277
550	4017	3273
551	4025	3266
552	4033	3260
553	4041	3253
554	4049	3247
555	4057	3240
556	4065	3233
557	4073	3226
558	4080	3219
559	4091	3214
560	4099	3208
561	4107	3200
562	4115	3194
563	4122	3186
564	4130	3180
565	4138	3173
566	4146	3166
567	4153	3158
568	4158	3150
569	4166	3143
570	4172	3134
571	4179	3127
572	4186	3119
573	4193	3112
574	4200	3104
575	4206	3096
576	4214	3089
577	4221	3082
578	4231	3076
579	4237	3068
580	4245	3061
581	4252	3054
582	4261	3048
583	4269	3041
584	4277	3034
585	4283	3026
586	4289	3017
587	4296	3010
588	4302	3002
589	4310	2995
590	4315	2986
591	4323	2979
592	4329	2971
593	4336	2963
594	4343	2956
595	4350	2948
596	4357	2941
597	4363	2933
598	4369	2925
599	4376	2917
600	4383	2910
601	4390	2902
602	4396	2894
603	4403	2887
604	4410	2879
605	4418	2872
606	4426	2865
607	4432	2857
608	4439	2850
609	4445	2842
610	4452	2834
611	4459	2827
612	4467	2820
613	4473	2812
614	4479	2804
615	4487	2797
616	4493	2789
617	4499	2781
618	4506	2773
619	4512	2765
620	4520	2758
621	4526	2750
622	4534	2743
623	4540	2736
624	4548	2728
625	4554	2721
626	4560	2712
627	4568	2706
628	4574	2697
629	4581	2690
630	4588	2683
631	4594	2675
632	4601	2667
633	4607	2659
634	4614	2652
635	4621	2645
636	4629	2638
637	4637	2631
638	4645	2624
639	4651	2616
640	4658	2609
641	4665	2601
642	4673	2594
643	4681	2587
644	4687	2579
645	4694	2572
646	4701	2564
647	4707	2557
648	4714	2549
649	4721	2542
650	4728	2534
651	4735	2527
652	4742	2520
653	4748	2512
654	4756	2505
655	4762	2497
656	4768	2489
657	4776	2482
658	4782	2474
659	4789	2467
660	4795	2459
661	4802	2452
662	4809	2444
663	4817	2437
664	4825	2430
665	4833	2423
666	4841	2416
667	4847	2409
668	4854	2401
669	4861	2394
670	4867	2386
671	4874	2379
672	4880	2371
673	4888	2364
674	4894	2356
675	4902	2349
676	4909	2342
677	4916	2335
678	4923	2327
679	4931	2320
680	4938	2313
681	4945	2305
682	4952	2298
683	4958	2290
684	4964	2282
685	4970	2275
686	4976	2267
687	4984	2260
688	4991	2252
689	4997	2245
690	5004	2237
691	5011	2230
692	5020	2224
693	5030	2218
694	5037	2210
695	5043	2202
696	5049	2195
697	5055	2187
698	5063	2180
699	5068	2172
700	5077	2165
701	5085	2158
702	5093	2151
703	5099	2144
704	5107	2137
705	5114	2129
706	5120	2122
707	5127	2114
708	5134	2107
709	5141	2100
710	5148	2092
711	5155	2085
712	5161	2077
713	5167	2069
714	5174	2062
715	5181	2055
716	5188	2047
717	5195	2040
718	5202	2033
719	5209	2025
720	5215	2018
721	5222	2010
722	5229	2003
723	5236	1996
724	5243	1988
725	5251	1982
726	5259	1974
727	5266	1967
728	5273	1960
729	5279	1952
730	5287	1945
731	5292	1937
732	5300	1930
733	5306	1922
734	5312	1915
