iter	Passed	Remaining
0	10	10717
1	20	10301
2	29	9870
3	39	9723
4	47	9474
5	57	9557
6	66	9481
7	76	9503
8	86	9496
9	95	9476
10	105	9449
11	114	9390
12	123	9377
13	132	9349
14	142	9325
15	151	9315
16	160	9284
17	170	9308
18	179	9281
19	189	9261
20	198	9274
21	207	9233
22	217	9257
23	227	9264
24	237	9274
25	247	9287
26	258	9304
27	268	9303
28	277	9284
29	287	9287
30	297	9295
31	306	9263
32	316	9264
33	325	9255
34	336	9268
35	346	9281
36	356	9285
37	366	9283
38	376	9271
39	385	9251
40	395	9241
41	404	9225
42	413	9212
43	423	9204
44	432	9179
45	442	9171
46	452	9170
47	462	9165
48	470	9134
49	480	9135
50	490	9123
51	499	9108
52	509	9099
53	518	9080
54	527	9066
55	536	9051
56	546	9045
57	556	9035
58	565	9021
59	575	9010
60	584	9002
61	595	9002
62	604	8996
63	613	8977
64	624	8982
65	633	8966
66	643	8963
67	653	8962
68	663	8952
69	674	8956
70	684	8950
71	693	8942
72	702	8926
73	712	8915
74	721	8903
75	730	8886
76	740	8875
77	750	8875
78	760	8869
79	771	8869
80	780	8860
81	790	8854
82	800	8842
83	810	8835
84	819	8824
85	829	8812
86	839	8810
87	849	8800
88	858	8787
89	868	8780
90	878	8776
91	888	8766
92	898	8762
93	907	8750
94	917	8741
95	927	8733
96	942	8770
97	957	8815
98	970	8830
99	981	8832
100	990	8818
101	1006	8858
102	1018	8873
103	1031	8889
104	1041	8880
105	1050	8862
106	1060	8854
107	1069	8835
108	1079	8820
109	1088	8806
110	1097	8793
111	1107	8779
112	1115	8756
113	1125	8743
114	1134	8727
115	1143	8717
116	1153	8703
117	1162	8690
118	1172	8681
119	1181	8662
120	1191	8655
121	1202	8651
122	1211	8637
123	1220	8625
124	1230	8612
125	1239	8600
126	1248	8581
127	1257	8567
128	1266	8554
129	1275	8538
130	1285	8525
131	1295	8521
132	1306	8516
133	1316	8507
134	1325	8490
135	1334	8478
136	1342	8458
137	1352	8448
138	1361	8432
139	1370	8417
140	1379	8402
141	1387	8384
142	1396	8371
143	1405	8352
144	1413	8336
145	1423	8326
146	1433	8317
147	1442	8304
148	1451	8289
149	1461	8280
150	1470	8266
151	1479	8252
152	1487	8233
153	1496	8218
154	1505	8205
155	1515	8199
156	1524	8184
157	1533	8171
158	1541	8154
159	1550	8141
160	1559	8128
161	1568	8112
162	1577	8098
163	1585	8080
164	1594	8069
165	1603	8057
166	1615	8056
167	1624	8043
168	1632	8025
169	1641	8014
170	1650	8001
171	1660	7992
172	1671	7988
173	1680	7977
174	1690	7970
175	1699	7956
176	1708	7946
177	1717	7929
178	1725	7915
179	1735	7904
180	1743	7889
181	1751	7874
182	1760	7858
183	1769	7846
184	1777	7832
185	1786	7817
186	1795	7805
187	1805	7796
188	1814	7784
189	1823	7773
190	1833	7765
191	1841	7750
192	1850	7736
193	1859	7726
194	1869	7717
195	1877	7703
196	1886	7690
197	1894	7673
198	1904	7666
199	1913	7653
200	1922	7641
201	1931	7630
202	1939	7616
203	1949	7607
204	1958	7594
205	1968	7586
206	1979	7583
207	1988	7571
208	1998	7562
209	2008	7554
210	2018	7546
211	2027	7534
212	2036	7522
213	2045	7514
214	2054	7502
215	2063	7491
216	2073	7481
217	2082	7471
218	2091	7458
219	2100	7446
220	2109	7436
221	2118	7423
222	2128	7414
223	2137	7403
224	2145	7391
225	2154	7379
226	2163	7366
227	2172	7355
228	2180	7341
229	2189	7329
230	2198	7317
231	2207	7308
232	2216	7296
233	2225	7286
234	2233	7272
235	2242	7259
236	2251	7247
237	2259	7235
238	2268	7221
239	2277	7212
240	2287	7205
241	2296	7192
242	2306	7184
243	2315	7174
244	2325	7165
245	2335	7158
246	2344	7146
247	2352	7134
248	2361	7121
249	2369	7108
250	2377	7095
251	2387	7085
252	2395	7072
253	2404	7061
254	2414	7053
255	2423	7042
256	2432	7032
257	2440	7019
258	2450	7011
259	2459	6999
260	2468	6988
261	2476	6977
262	2486	6967
263	2496	6959
264	2509	6959
265	2518	6949
266	2527	6940
267	2537	6930
268	2546	6920
269	2555	6909
270	2564	6899
271	2574	6889
272	2583	6880
273	2593	6871
274	2601	6858
275	2609	6846
276	2618	6834
277	2628	6825
278	2636	6813
279	2646	6804
280	2654	6791
281	2662	6779
282	2672	6769
283	2681	6760
284	2691	6752
285	2700	6742
286	2710	6733
287	2719	6722
288	2727	6710
289	2737	6702
290	2747	6693
291	2756	6684
292	2765	6673
293	2774	6661
294	2783	6651
295	2792	6642
296	2803	6636
297	2812	6626
298	2821	6615
299	2831	6606
300	2840	6597
301	2853	6594
302	2862	6583
303	2872	6575
304	2881	6566
305	2890	6555
306	2899	6545
307	2907	6533
308	2917	6523
309	2926	6512
310	2936	6504
311	2944	6493
312	2953	6482
313	2963	6473
314	2971	6462
315	2981	6452
316	2989	6441
317	2998	6431
318	3007	6420
319	3016	6409
320	3025	6399
321	3034	6390
322	3043	6378
323	3053	6370
324	3062	6360
325	3070	6348
326	3079	6338
327	3088	6327
328	3097	6317
329	3106	6307
330	3115	6296
331	3123	6285
332	3133	6276
333	3142	6267
334	3151	6256
335	3161	6247
336	3170	6237
337	3179	6227
338	3187	6215
339	3196	6205
340	3206	6197
341	3215	6185
342	3224	6175
343	3232	6165
344	3241	6154
345	3250	6144
346	3260	6134
347	3268	6123
348	3277	6112
349	3286	6104
350	3295	6094
351	3304	6083
352	3313	6072
353	3321	6061
354	3329	6049
355	3338	6039
356	3347	6028
357	3356	6018
358	3364	6007
359	3373	5997
360	3382	5986
