iter	RMSE
190	334.4978613
191	334.3845717
192	334.3096344
193	334.1789873
194	334.0983653
195	334.0076642
196	333.8905624
197	333.7526952
198	333.6610982
199	333.5499661
200	333.4704556
201	333.3371834
202	333.211803
203	333.0330352
204	332.9313046
205	332.82162
206	332.6706189
207	332.5627468
208	332.4598791
209	332.3194364
210	332.1839873
211	332.0899121
212	331.9703269
213	331.8388231
214	331.7529154
215	331.6715436
216	331.59102
217	331.4544745
218	331.3831922
219	331.2543214
220	331.1612206
221	331.0773407
222	330.9899543
223	330.901733
224	330.8107956
225	330.686897
226	330.5780287
227	330.4617355
228	330.4004377
229	330.315426
230	330.2173327
231	330.1579207
232	330.0099141
233	329.9493696
234	329.8628074
235	329.7847371
236	329.6915889
237	329.6012255
238	329.535161
239	329.4453992
240	329.3753277
241	329.3099448
242	329.2644049
243	329.1973016
244	329.1223447
245	329.0518763
246	328.9865255
247	328.8918502
248	328.7974473
249	328.7440387
250	328.6924837
251	328.6270049
252	328.5002692
253	328.4573595
254	328.4009198
255	328.2999221
256	328.202056
257	328.1538446
258	328.0171867
259	327.9622392
260	327.9071947
261	327.7943928
262	327.7281812
263	327.6435838
264	327.5536223
265	327.5052175
266	327.407624
267	327.2710771
268	327.1928345
269	327.144892
270	327.0533888
271	326.964138
272	326.8545063
273	326.7550439
274	326.6727664
275	326.549328
276	326.470278
277	326.3910008
278	326.3372294
279	326.2706616
280	326.2094941
281	326.1635741
282	326.0597653
283	326.0108351
284	325.8808514
285	325.8179732
286	325.7427149
287	325.6588331
288	325.6134465
289	325.5382882
290	325.4587431
291	325.3530421
292	325.290542
293	325.1534913
294	325.0759085
295	324.9729534
296	324.9197405
297	324.8106108
298	324.7499932
299	324.6929606
300	324.6191188
301	324.5236825
302	324.4318888
303	324.3834411
304	324.3236913
305	324.2659322
306	324.1903963
307	324.1117714
308	324.0244822
309	323.9436371
310	323.8926832
311	323.8431268
312	323.718637
313	323.6770242
314	323.6354391
315	323.5699455
316	323.4562854
317	323.3599984
318	323.2786639
319	323.2342175
320	323.1748618
321	323.1048454
322	323.0043117
323	322.9286922
324	322.8591645
325	322.8092841
326	322.7384947
327	322.6810178
328	322.6250223
329	322.596145
330	322.5401776
331	322.4861914
332	322.4036747
333	322.3550149
334	322.261359
335	322.195799
336	322.1489387
337	322.0860056
338	322.035029
339	321.9407543
340	321.8744255
341	321.8436699
342	321.7892164
343	321.7130526
344	321.6599824
345	321.6238021
346	321.5388427
347	321.4870287
348	321.4454789
349	321.3725376
350	321.3038972
351	321.2497813
352	321.1987917
353	321.1550007
354	321.1069517
355	321.0075113
356	320.9495399
357	320.8885265
358	320.8403454
359	320.7225353
360	320.6332503
361	320.5621096
362	320.4691063
363	320.4014286
364	320.322076
365	320.2293423
366	320.1122764
367	320.0023006
368	319.9106829
369	319.854785
370	319.7795691
371	319.7077313
372	319.612736
373	319.5382198
374	319.4780933
375	319.3530135
376	319.3021944
377	319.2046808
378	319.1304343
379	319.0664799
380	319.0146414
381	318.9038928
382	318.8621376
383	318.8194809
384	318.7545379
385	318.7064873
386	318.6719499
387	318.5807159
388	318.491032
389	318.4391676
390	318.3428304
391	318.2802599
392	318.1817372
393	318.1208038
394	318.0304615
395	317.9542206
396	317.9153253
397	317.8672432
398	317.8372716
399	317.7440581
400	317.7015117
401	317.6381075
402	317.5717212
403	317.5217181
404	317.4853332
405	317.4474646
406	317.4025674
407	317.375739
408	317.341349
409	317.3062024
410	317.242532
411	317.1661766
412	317.0473798
413	317.0135138
414	316.8945901
415	316.8500979
416	316.7853372
417	316.6600537
418	316.5949593
419	316.5188074
420	316.4472851
421	316.3218253
422	316.2880366
423	316.2373106
424	316.2045482
425	316.1404861
426	316.091116
427	316.0451837
428	315.9921894
429	315.9383039
430	315.855092
431	315.7869841
432	315.6873036
433	315.6277627
434	315.5650621
435	315.4926448
436	315.452021
437	315.4042494
438	315.3464857
439	315.3013406
440	315.2312909
441	315.1664465
442	315.0760889
443	315.0196109
444	314.9677015
445	314.9134928
446	314.8235573
447	314.7741426
448	314.713908
449	314.6043727
450	314.5449672
451	314.4909792
452	314.4454301
453	314.3528563
454	314.2707609
455	314.2031824
456	314.173744
457	314.1109298
458	314.0611821
459	314.0040339
460	313.9725803
461	313.8939663
462	313.8656256
463	313.8073235
464	313.7462239
465	313.6473812
466	313.5661726
467	313.4756538
468	313.3982996
469	313.3364448
470	313.283995
471	313.2377476
472	313.2107771
473	313.1540844
474	313.0703843
475	313.0138859
476	312.9637734
477	312.9105274
478	312.8471485
479	312.7973355
480	312.755512
481	312.7065978
482	312.6481231
483	312.5888211
484	312.5042651
485	312.4644231
486	312.4076922
487	312.3585249
488	312.2792643
489	312.2482821
490	312.1775819
491	312.1021496
492	312.0571694
493	311.9739023
494	311.914007
495	311.8328297
496	311.7724421
497	311.7276393
498	311.6892896
499	311.6548339
500	311.5832188
501	311.5388975
502	311.4965026
503	311.4621312
504	311.4206885
505	311.3349827
506	311.2854181
507	311.2437077
508	311.1681181
509	311.1060179
510	311.0348681
511	310.9944239
512	310.9506068
513	310.9199934
514	310.8772772
515	310.8035319
516	310.7645937
517	310.7258407
518	310.6415468
519	310.5805089
520	310.5196388
521	310.4866751
522	310.4377033
523	310.3679292
524	310.3027538
525	310.2296094
526	310.1853087
527	310.1280022
528	310.0583063
529	310.0167788
530	309.9476083
531	309.8700693
532	309.8169685
533	309.7587447
534	309.7039504
535	309.6568749
536	309.6309635
537	309.5955529
538	309.5411701
539	309.4752519
540	309.382656
541	309.3468109
542	309.3113546
543	309.2624804
544	309.2163153
545	309.1879923
546	309.1300726
547	309.0912487
548	309.0506004
549	308.9650767
550	308.9034233
551	308.8750404
552	308.8388919
553	308.7938607
554	308.7347324
555	308.7013187
556	308.6124474
557	308.5669998
558	308.5247307
559	308.4745324
560	308.4485141
561	308.3698438
562	308.3049439
563	308.2671504
564	308.2081721
565	308.1150411
566	308.0840828
567	308.0037675
568	307.9725404
569	307.9032021
570	307.8693979
571	307.8077032
572	307.764307
573	307.6811805
574	307.6336186
575	307.5879355
576	307.5182308
577	307.4759694
578	307.4374471
579	307.3548623
580	307.2896959
581	307.205581
582	307.1429323
583	307.1030382
584	307.0442465
585	306.9823567
586	306.9191317
587	306.8775721
588	306.8448982
589	306.8113737
590	306.7720909
591	306.7171131
592	306.6568484
593	306.6223095
594	306.5591278
595	306.5256901
596	306.4933413
597	306.4349116
598	306.3875409
599	306.3098321
600	306.2696911
601	306.2477251
602	306.1721869
603	306.1063446
604	306.0504961
605	306.0159929
606	305.9799937
607	305.9180494
608	305.8717902
609	305.8268176
610	305.7597703
611	305.7115395
612	305.6629549
613	305.5893034
614	305.5564793
615	305.5057076
616	305.4416453
617	305.40319
618	305.3359077
619	305.2712204
620	305.2393736
621	305.1665224
622	305.1327236
623	305.0894753
624	305.040766
625	304.9825909
626	304.9356581
627	304.9053302
628	304.8483538
629	304.8125546
630	304.7739373
631	304.7132067
632	304.6572719
633	304.6057966
634	304.5471989
635	304.4985457
636	304.4337086
637	304.3807036
638	304.3279782
639	304.2537464
640	304.1983645
641	304.147718
642	304.0948721
643	304.0696567
644	304.0145918
645	303.9687907
646	303.9191927
647	303.8734897
648	303.8236939
649	303.771123
650	303.7405603
651	303.7037468
652	303.6476973
653	303.6094177
654	303.5886711
655	303.5197015
656	303.4813604
657	303.4245339
658	303.3711047
659	303.3306567
660	303.287392
661	303.2508487
662	303.1816756
663	303.1275094
664	303.0795138
665	303.0051999
666	302.9756883
667	302.9236813
668	302.8834107
669	302.8315027
670	302.7930643
671	302.7383187
672	302.6800536
673	302.6483395
674	302.5898015
675	302.5475766
676	302.5144705
677	302.4683777
678	302.4343818
679	302.4053034
680	302.3647061
681	302.3044338
682	302.2309045
683	302.2023106
684	302.1334679
685	302.0705023
686	302.0464074
687	301.9733827
688	301.9421929
689	301.8876496
690	301.8512929
691	301.8228635
692	301.7618538
693	301.7333839
694	301.676161
695	301.6491217
696	301.5775899
697	301.5365336
698	301.5078256
699	301.4412505
700	301.3867528
701	301.3383627
702	301.3112226
703	301.2834305
704	301.2226956
705	301.141479
706	301.111937
707	301.0621425
708	301.0189558
709	300.9800327
710	300.9525872
711	300.9207348
712	300.8704153
713	300.8125422
714	300.7861236
715	300.7246894
716	300.6745303
717	300.6370796
718	300.6035159
719	300.5634729
720	300.5190181
721	300.4576619
722	300.4303919
723	300.3519703
724	300.3078085
725	300.2539064
726	300.2291877
727	300.1985755
728	300.1393321
729	300.0967055
730	300.0393165
731	299.9932312
732	299.9656797
733	299.939034
734	299.9021486
735	299.8449904
736	299.7994761
737	299.7673201
738	299.7245702
739	299.682539
740	299.6390839
741	299.6141533
742	299.5584471
743	299.5346967
744	299.4792831
745	299.409082
746	299.3635373
747	299.3263791
748	299.2956938
749	299.2630984
750	299.2007629
751	299.1718165
752	299.1051937
753	299.0633552
754	299.0305307
755	299.0109428
756	298.9851864
757	298.9631022
758	298.9087087
759	298.8807931
760	298.8369124
761	298.7916316
762	298.7601573
763	298.6998274
764	298.6386355
765	298.590086
766	298.5623226
767	298.5144444
768	298.4750462
769	298.4292824
770	298.3881522
771	298.3503336
772	298.2864459
773	298.2331244
774	298.2004292
775	298.1662107
776	298.1291856
777	298.0769571
778	298.0442763
779	298.0193825
780	297.972388
781	297.9123655
782	297.8861183
783	297.8441935
784	297.785919
785	297.7529456
786	297.7201711
787	297.6831666
788	297.6513776
789	297.6200747
790	297.5668982
791	297.5204254
792	297.4590085
793	297.4239706
794	297.3906946
795	297.341946
796	297.2864883
797	297.246871
798	297.2188552
799	297.164819
800	297.1297744
801	297.1063707
802	297.0639972
803	297.0349262
804	296.9810556
805	296.9538887
806	296.9092175
807	296.8674519
808	296.8041583
809	296.7731032
810	296.7518557
811	296.6996158
812	296.6763197
813	296.6082841
814	296.5883146
815	296.5448242
816	296.4945971
817	296.4372763
818	296.3994293
819	296.3563669
820	296.2865107
821	296.2220439
822	296.1749756
823	296.1491289
824	296.0970521
825	296.0673845
826	296.0271739
827	295.973795
828	295.9302442
829	295.8801292
830	295.8287089
831	295.7938207
832	295.7690176
833	295.7381819
834	295.6858746
835	295.6565373
836	295.6015459
837	295.5357883
838	295.4969654
839	295.4573905
840	295.4379464
841	295.4000712
842	295.352069
843	295.3047671
844	295.27449
845	295.2478049
846	295.2094923
847	295.1712025
848	295.1298258
849	295.0744
850	295.02225
851	294.9946893
852	294.9610136
853	294.932658
854	294.9091985
855	294.8480949
856	294.8142581
857	294.7397915
858	294.700699
859	294.6614608
860	294.6324493
861	294.5832269
862	294.5540983
863	294.528795
864	294.5009399
865	294.4573107
866	294.3960333
867	294.3539284
868	294.3142292
869	294.2825406
870	294.2490656
871	294.2048
872	294.1795253
873	294.1666085
874	294.1242494
875	294.0642581
876	294.0182022
877	293.9804351
878	293.9400192
879	293.9097281
880	293.8727493
881	293.834521
882	293.7894186
883	293.7549974
884	293.7140561
885	293.676793
886	293.6299955
887	293.6032238
888	293.5543908
889	293.4904149
890	293.4680672
891	293.4267928
892	293.3817327
893	293.3600678
894	293.3341433
895	293.3009491
896	293.2466341
897	293.2114961
898	293.1284863
899	293.107442
900	293.0809339
901	293.0505924
902	293.012824
903	292.9826736
904	292.9624429
905	292.8989649
906	292.8590253
907	292.8241873
908	292.7656596
909	292.7401514
910	292.7085535
911	292.6553083
912	292.5959698
913	292.5173407
914	292.4853232
915	292.4595853
916	292.4127199
917	292.3821643
918	292.3258601
919	292.2903551
920	292.2505005
921	292.2248984
922	292.1945841
923	292.1464849
924	292.1127501
925	292.0462029
926	292.0051734
927	291.9699586
928	291.9303736
929	291.9070172
930	291.880376
931	291.8620576
932	291.7890891
933	291.7551956
934	291.706065
935	291.6761365
936	291.6393664
937	291.587131
938	291.5518972
939	291.506113
940	291.4629092
941	291.4188705
942	291.3837023
943	291.336191
944	291.2652963
945	291.2305998
946	291.2090765
947	291.1829414
948	291.1578107
949	291.1399875
950	291.0801468
951	291.0490434
952	291.009127
953	290.9837959
954	290.9594813
955	290.9277532
956	290.9050865
957	290.8620097
958	290.8269675
959	290.7839899
960	290.7418602
961	290.7010258
962	290.6346797
963	290.6033862
964	290.5527313
965	290.516293
966	290.4568873
967	290.4309684
968	290.3941084
969	290.3657337
970	290.3105923
971	290.2714158
972	290.2391916
973	290.206815
974	290.175055
975	290.1381127
976	290.1056063
977	290.042225
978	290.0251761
979	289.9800737
980	289.9367959
981	289.8668257
982	289.8357604
983	289.7957401
984	289.7369847
985	289.6733884
986	289.6500703
987	289.6094798
988	289.5687053
989	289.5366471
990	289.5132649
991	289.4701231
992	289.4270539
993	289.4094394
994	289.3840834
995	289.3527927
996	289.3171959
997	289.2941757
998	289.2717661
999	289.2616426
