iter	LogCosh
131	94.15685957
132	94.02572788
133	94.00261888
134	93.85135661
135	93.77642309
136	93.62422433
137	93.59769758
138	93.57770448
139	93.45364313
140	93.36852494
141	93.284633
142	93.24790928
143	93.18785423
144	93.05437221
145	92.97051783
146	92.93791274
147	92.89744227
148	92.77758013
149	92.69407537
150	92.61256295
151	92.54943382
152	92.46236942
153	92.39400081
154	92.30048859
155	92.28668127
156	92.25787784
157	92.23520381
158	92.19509738
159	92.10664223
160	92.07708474
161	92.02327189
162	91.90547698
163	91.82795393
164	91.71348598
165	91.69883279
166	91.6009618
167	91.55974468
168	91.5440077
169	91.50839057
170	91.4636288
171	91.38149859
172	91.30328428
173	91.23952829
174	91.20924264
175	91.18840426
176	91.15003773
177	91.11419631
178	91.09116205
179	91.00775727
180	90.98958095
181	90.94158341
182	90.89381266
183	90.81461069
184	90.80032698
185	90.74299461
186	90.694825
187	90.67555218
188	90.6558498
189	90.61966104
190	90.51484824
191	90.49429327
192	90.47978734
193	90.46919851
194	90.45486961
195	90.41000933
196	90.37537049
197	90.36497194
198	90.29191276
199	90.21735541
200	90.21531715
201	90.20657329
202	90.19974185
203	90.14571028
204	90.13919666
205	90.06777248
206	90.04694203
207	90.0238883
208	89.96265579
209	89.93718593
210	89.90599152
211	89.85998279
212	89.79471856
213	89.71738418
214	89.69477623
215	89.69141563
216	89.66786004
217	89.61258822
218	89.60530752
219	89.55458465
220	89.54124701
221	89.53080216
222	89.45597323
223	89.40115699
224	89.35152193
225	89.32751313
226	89.28549015
227	89.28075923
228	89.26255047
229	89.24587977
230	89.24039521
231	89.18914641
232	89.1609316
233	89.15381637
234	89.14317573
235	89.13676424
236	89.12141341
237	89.10376841
238	89.09055659
239	89.06056062
240	89.030666
241	88.9941533
242	88.98911519
243	88.97810329
244	88.9739221
245	88.93506267
246	88.92284038
247	88.91056515
248	88.83637767
249	88.79135668
250	88.78940207
251	88.77931793
252	88.75596315
253	88.73853694
254	88.73228008
255	88.66854454
256	88.65247078
257	88.6026038
258	88.54997152
259	88.51031269
260	88.49810854
261	88.48239595
262	88.46151941
263	88.43498094
264	88.42334919
265	88.41224853
266	88.39694014
267	88.35328928
268	88.33903935
269	88.3180916
270	88.30397108
271	88.29226194
272	88.28388991
273	88.27828955
274	88.24178645
275	88.2306893
276	88.190516
277	88.15491441
278	88.13046687
279	88.11752151
280	88.07583833
281	88.03372336
282	88.00367027
283	87.96629348
284	87.92075102
285	87.90247753
286	87.86263268
287	87.85294284
288	87.81841257
289	87.80127085
290	87.78681636
291	87.72785877
292	87.70512476
293	87.65853585
294	87.64301271
295	87.61770197
296	87.59048657
297	87.58710749
298	87.58194743
299	87.5788395
300	87.57264258
301	87.52787339
302	87.50269799
303	87.49427965
304	87.46844026
305	87.46313511
306	87.46055759
307	87.43642221
308	87.38966796
309	87.37902837
310	87.35272289
311	87.32011589
312	87.3005768
313	87.28887279
314	87.25640159
315	87.22434922
316	87.21057776
317	87.18594733
318	87.14578859
319	87.11659554
320	87.09832052
321	87.09520831
322	87.08649134
323	87.07587027
324	87.06513724
325	87.0526426
326	87.04695324
327	87.04244695
328	87.01767299
329	86.96325748
330	86.9445329
331	86.92867672
332	86.92010021
333	86.89898574
334	86.89311057
335	86.87221292
336	86.85413645
337	86.839723
338	86.82930248
339	86.81149989
340	86.79601599
341	86.78753018
342	86.74141811
343	86.72467141
344	86.71944331
345	86.71660076
346	86.71138633
347	86.67937501
348	86.61988274
349	86.59934383
350	86.57397057
351	86.55233473
352	86.52609357
353	86.51312317
354	86.498204
355	86.47930587
356	86.44919529
357	86.43320807
358	86.3894817
359	86.34875671
360	86.31988422
361	86.31703205
362	86.31149519
363	86.29848169
364	86.28572243
365	86.27202907
366	86.26065973
367	86.24007464
368	86.20826222
369	86.18926359
370	86.16787765
371	86.15012868
372	86.13406157
373	86.12203268
374	86.10721517
375	86.05867681
376	86.04021152
377	86.0223563
378	86.00148085
379	85.99226885
380	85.98587939
381	85.9503968
382	85.92255888
383	85.91351477
384	85.91143315
385	85.90022782
386	85.87687687
387	85.84615319
388	85.80383444
389	85.80062066
390	85.77881473
391	85.77162566
392	85.75900636
393	85.75278686
394	85.74646237
395	85.72187998
396	85.71480547
397	85.69923605
398	85.67758785
399	85.65468349
400	85.63035498
401	85.58692243
402	85.55989049
403	85.53220035
404	85.50895475
405	85.49963922
406	85.48542039
407	85.46587787
408	85.42985322
409	85.4140012
410	85.40713358
411	85.38051956
412	85.37503147
413	85.34599461
414	85.32841416
415	85.29721355
416	85.26107724
417	85.23890725
418	85.21901024
419	85.21607458
420	85.19006011
421	85.17161186
422	85.16065848
423	85.12476071
424	85.0967336
425	85.07403049
426	85.05060527
427	85.03567191
428	85.01313719
429	85.00877301
430	84.99423333
431	84.9830542
432	84.96925271
433	84.93916501
434	84.93162514
435	84.91275981
436	84.89406522
437	84.84543239
438	84.83146809
439	84.81530604
440	84.80646845
441	84.79739667
442	84.78548352
443	84.77958125
444	84.76137405
445	84.75350106
446	84.7386892
447	84.71737892
448	84.69374274
449	84.68398873
450	84.66605864
451	84.65335796
452	84.63193816
453	84.61729048
454	84.59575618
455	84.56239069
456	84.53051208
457	84.50104934
458	84.48352175
459	84.45169212
460	84.43357772
461	84.40653926
462	84.40065458
463	84.38413181
464	84.34331562
465	84.31566792
466	84.31277383
467	84.29816769
468	84.2850907
469	84.27322257
470	84.26879516
471	84.23597588
472	84.1951683
473	84.18976498
474	84.18194527
475	84.16059172
476	84.15494458
477	84.11781261
478	84.0745397
479	84.06623951
480	84.02472736
481	84.0081725
482	83.98435408
483	83.96562309
484	83.96207088
485	83.95863211
486	83.9540271
487	83.95166822
488	83.92351601
489	83.9092886
490	83.90608798
491	83.87228007
492	83.86219081
493	83.83721185
494	83.82435434
495	83.81618295
496	83.81109904
497	83.79735789
498	83.78394023
499	83.77543861
500	83.77316823
501	83.76333313
502	83.73319297
503	83.72137366
504	83.70532416
505	83.68644591
506	83.66137629
507	83.65264277
508	83.64561906
509	83.61723765
510	83.59026151
511	83.5777755
512	83.56191177
513	83.5538979
514	83.52995504
515	83.50178578
516	83.48325616
517	83.48169645
518	83.47331641
519	83.46931844
520	83.45010109
521	83.43818134
522	83.42328021
523	83.40299903
524	83.38238667
525	83.36970838
526	83.35770954
527	83.34055794
528	83.30794255
529	83.298546
530	83.29020268
531	83.27795081
532	83.27351136
533	83.26863753
534	83.26629169
535	83.26290879
536	83.25533887
537	83.2462845
538	83.21208245
539	83.19778366
540	83.17451748
541	83.15077151
542	83.14254985
543	83.13086113
544	83.11424427
545	83.10468332
546	83.09753727
547	83.08799692
548	83.08255044
549	83.06779333
550	83.06331485
551	83.0555695
552	83.02348447
553	82.98674923
554	82.9822942
555	82.95663148
556	82.94328743
557	82.92303309
558	82.90594549
559	82.88878007
560	82.87850514
561	82.87337572
562	82.86160422
563	82.85104718
564	82.82853424
565	82.8054408
566	82.80031669
567	82.79610211
568	82.78371185
569	82.77468311
570	82.76616823
571	82.74834342
572	82.73898414
573	82.73255324
574	82.71904306
575	82.70563135
576	82.69132036
577	82.68226668
578	82.67127622
579	82.64906819
580	82.63279962
581	82.61737063
582	82.60968978
583	82.60728292
584	82.60359493
585	82.57665845
586	82.56115578
587	82.5583788
588	82.55225344
589	82.5397226
590	82.52940372
591	82.51385067
592	82.49725047
593	82.48410462
594	82.47867218
595	82.46808882
596	82.45479904
597	82.43863633
598	82.42976362
599	82.41370356
600	82.40511638
601	82.39204861
602	82.37535892
603	82.36449639
604	82.34898515
605	82.33451891
606	82.33025318
607	82.30645462
608	82.28387171
609	82.26629102
610	82.25042281
611	82.24536791
612	82.21732285
613	82.18296071
614	82.16314101
615	82.15595837
616	82.14847238
617	82.14098517
618	82.12541336
619	82.09679349
620	82.09333793
621	82.08851816
622	82.07426184
623	82.06429366
624	82.06008724
625	82.05546932
626	82.05121212
627	82.0433713
628	82.02058666
629	81.98926645
630	81.95673531
631	81.95281155
632	81.94400814
633	81.94189857
634	81.9333725
635	81.9226622
636	81.90374901
637	81.89272244
638	81.88373227
639	81.86908969
640	81.85842661
641	81.84685999
642	81.83039638
643	81.81772169
644	81.80613662
645	81.80013875
646	81.78553944
647	81.78014207
648	81.7769166
649	81.77056889
650	81.75625862
651	81.75003842
652	81.72350233
653	81.70793781
654	81.70347787
655	81.69414766
656	81.6900387
657	81.68784506
658	81.67478285
659	81.63260735
660	81.62945098
661	81.61131495
662	81.60576655
663	81.59830143
664	81.59654225
665	81.58994929
666	81.57874666
667	81.54704518
668	81.53249664
669	81.52026069
670	81.51649936
671	81.49898103
672	81.47984113
673	81.47868169
674	81.46294563
675	81.44935449
676	81.42150835
677	81.41233869
678	81.40623954
679	81.40330343
680	81.38014592
681	81.36957451
682	81.36686812
683	81.34994939
684	81.34537929
685	81.31477376
686	81.3033413
687	81.29672302
688	81.28793076
689	81.27053002
690	81.26613055
691	81.2299414
692	81.22061853
693	81.21872846
694	81.21325962
695	81.18303412
696	81.17421599
697	81.16622332
698	81.14950388
699	81.14214319
700	81.13143694
701	81.12224526
702	81.10924728
703	81.07651314
704	81.06236556
705	81.05369723
706	81.03158983
707	80.97874503
708	80.97505535
709	80.9523179
710	80.92168042
711	80.90428752
712	80.88126656
713	80.86356858
714	80.85451202
715	80.8310504
716	80.81215929
717	80.80114214
718	80.797788
719	80.78364471
720	80.76269827
721	80.7569785
722	80.75489793
723	80.74693651
724	80.74244395
725	80.7279409
726	80.72639864
727	80.71512947
728	80.69147373
729	80.67951025
730	80.67674241
731	80.67315523
732	80.63965184
733	80.63266067
734	80.62970624
735	80.6035849
736	80.59180647
737	80.57636227
738	80.56868499
739	80.55979019
740	80.52982972
741	80.50819442
742	80.50541241
743	80.46090696
744	80.42704067
745	80.42096339
746	80.41356437
747	80.37933529
748	80.34970335
749	80.33150065
750	80.3189929
751	80.30919002
752	80.30445821
753	80.28088526
754	80.27247137
755	80.26713909
756	80.24946542
757	80.22007833
758	80.21080164
759	80.19123457
760	80.18401179
761	80.1579555
762	80.13561195
763	80.11908341
764	80.09581746
765	80.09142817
766	80.0678271
767	80.06156921
768	80.04898582
769	80.02770207
770	80.01154337
771	80.00583433
772	79.99836088
773	79.99010008
774	79.98553531
775	79.95443677
776	79.94465649
777	79.93953221
778	79.91865336
779	79.91383553
780	79.89420808
781	79.88622839
782	79.85924232
783	79.85228586
784	79.83143596
785	79.81102736
786	79.80833099
787	79.80185041
788	79.79642578
789	79.78645992
790	79.78427256
791	79.76218976
792	79.74748649
793	79.7351729
794	79.72772352
795	79.7185994
796	79.70665612
797	79.70076709
798	79.68978168
799	79.68396808
800	79.64764445
801	79.64388201
802	79.61902071
803	79.61128965
804	79.59677344
805	79.58911825
806	79.580468
807	79.57307473
808	79.55893405
809	79.55488671
810	79.54208337
811	79.53024005
812	79.52571306
813	79.50967444
814	79.48094215
815	79.42618226
816	79.42306521
817	79.41814435
818	79.41524334
819	79.4099523
820	79.40141012
821	79.39778147
822	79.39322034
823	79.38673651
824	79.36977053
825	79.36692127
826	79.36323132
827	79.32331389
828	79.32129826
829	79.30563774
830	79.29603955
831	79.29395338
832	79.2868524
833	79.24713877
834	79.21782504
835	79.19662877
836	79.18798549
837	79.18569736
838	79.17160239
839	79.15722025
840	79.13998768
841	79.13329927
842	79.11393497
843	79.10085514
844	79.08452337
845	79.08090817
846	79.05243272
847	79.05044752
848	79.04107681
849	79.02900636
850	79.02139409
851	78.99671747
852	78.98847966
853	78.96934085
854	78.94829246
855	78.93347332
856	78.92565179
857	78.91452415
858	78.87936209
859	78.84947797
860	78.82874306
861	78.82707767
862	78.80982487
863	78.80456249
864	78.77123615
865	78.7642636
866	78.75576513
867	78.73246234
868	78.70796616
869	78.69718784
870	78.670515
871	78.66440867
872	78.6389518
873	78.62385806
874	78.61311056
875	78.60920192
876	78.59432087
877	78.56912442
878	78.56892254
879	78.53378518
880	78.50686157
881	78.49852054
882	78.49243184
883	78.47459593
884	78.47449397
885	78.4558234
886	78.45546573
887	78.44555247
888	78.44383193
889	78.43556677
890	78.42758568
891	78.419613
892	78.40602274
893	78.39958387
894	78.39694951
895	78.38725898
896	78.38132774
897	78.38059185
898	78.35550022
899	78.34448657
900	78.34278722
901	78.33633401
902	78.3362155
903	78.32813276
904	78.31424679
905	78.30698435
906	78.30357621
907	78.30065032
908	78.3005034
909	78.29777491
910	78.29639693
911	78.29326354
912	78.28387378
913	78.26582467
914	78.24414206
915	78.22306381
916	78.20875821
917	78.20402918
918	78.20311673
919	78.17719761
920	78.16285576
921	78.15065129
922	78.14676635
923	78.13986244
924	78.12341035
925	78.11978144
926	78.11881534
927	78.11533354
928	78.11074677
929	78.10265847
930	78.09667013
931	78.05669923
932	78.05153112
933	78.03528655
934	78.02813677
935	78.024397
936	78.01430647
937	78.01403242
938	78.00897667
939	78.00648656
940	78.00480343
941	78.00471603
942	77.98683092
943	77.94959288
944	77.93539223
945	77.9318883
946	77.92894498
947	77.9241559
948	77.89654229
949	77.88920519
950	77.87687336
951	77.86729704
952	77.86596838
953	77.85179139
954	77.84629818
955	77.8356982
956	77.81710305
957	77.79962518
958	77.79723697
959	77.79006695
960	77.77813086
961	77.75279615
962	77.7143104
963	77.68017414
964	77.66475771
965	77.65175491
966	77.64794858
967	77.6465571
968	77.64445667
969	77.6287371
970	77.61484884
971	77.6147652
972	77.60735962
973	77.5861763
974	77.57307656
975	77.56103114
976	77.54348871
977	77.54005514
978	77.51880146
979	77.50948594
980	77.50700942
981	77.50473224
982	77.49825046
983	77.4931859
984	77.47365896
985	77.4647032
986	77.45000783
987	77.43287233
988	77.41901914
989	77.41588575
990	77.40617757
991	77.40319666
992	77.39444939
993	77.3694059
994	77.35722997
995	77.34941293
996	77.33123766
997	77.32516471
998	77.30390918
999	77.28395054
