iter	LogCosh
235	35.44669154
236	35.36105338
237	35.28858657
238	35.21318081
239	35.12702505
240	35.05237279
241	34.96835669
242	34.88661745
243	34.80254353
244	34.72205256
245	34.6518027
246	34.57054004
247	34.48583634
248	34.40589807
249	34.32389811
250	34.24383358
251	34.17439061
252	34.09334475
253	34.01995294
254	33.94195351
255	33.86067249
256	33.78728693
257	33.7114556
258	33.63192701
259	33.5686413
260	33.49210367
261	33.42914618
262	33.35204395
263	33.29508117
264	33.22306984
265	33.1509858
266	33.07554152
267	32.99982058
268	32.92421451
269	32.85066948
270	32.79385891
271	32.72800491
272	32.65893509
273	32.59578238
274	32.52328773
275	32.45811648
276	32.39334817
277	32.32674155
278	32.26078142
279	32.20602957
280	32.14294454
281	32.08197005
282	32.01202557
283	31.94769515
284	31.88503683
285	31.82821564
286	31.76628163
287	31.69806722
288	31.634322
289	31.57251426
290	31.50264963
291	31.43700258
292	31.36827618
293	31.30526538
294	31.23839227
295	31.16991602
296	31.11164557
297	31.04969082
298	30.99070169
299	30.93025776
300	30.87156636
301	30.81318626
302	30.74476983
303	30.68365649
304	30.61729077
305	30.55299821
306	30.48769972
307	30.42275646
308	30.36559112
309	30.30568792
310	30.24512056
311	30.18142237
312	30.12012972
313	30.064846
314	30.00873009
315	29.95016507
316	29.88700375
317	29.83290248
318	29.7763175
319	29.72153168
320	29.66207893
321	29.6051873
322	29.54902006
323	29.49517664
324	29.44293092
325	29.39037598
326	29.33892736
327	29.28557233
328	29.23573142
329	29.17511517
330	29.11704332
331	29.06095286
332	29.00595459
333	28.95363673
334	28.90718158
335	28.85144935
336	28.80191762
337	28.74792416
338	28.69668855
339	28.64097942
340	28.58934554
341	28.53690116
342	28.48602658
343	28.43766438
344	28.38176279
345	28.33303337
346	28.28164164
347	28.2367084
348	28.18245763
349	28.12969656
350	28.07320411
351	28.02223224
352	27.97372231
353	27.92409692
354	27.86922692
355	27.81872483
356	27.76749507
357	27.71518962
358	27.66166873
359	27.6104632
360	27.56391105
361	27.51401494
362	27.46640583
363	27.41728285
364	27.36697782
365	27.32112964
366	27.2750229
367	27.22430153
368	27.17483477
369	27.12937429
370	27.0820523
371	27.03164231
372	26.98145268
373	26.93460969
374	26.89613866
375	26.85153738
376	26.80238121
377	26.75988945
378	26.71362691
379	26.66853315
380	26.62685667
381	26.58410277
382	26.54117967
383	26.49563733
384	26.45026655
385	26.40440201
386	26.35913639
387	26.31661857
388	26.2721577
389	26.22639564
390	26.18280058
391	26.13881381
392	26.09722955
393	26.05188188
394	26.01243552
395	25.97084418
396	25.92558549
397	25.88288227
398	25.84105833
399	25.80011656
400	25.75803574
401	25.7171961
402	25.67462064
403	25.63827478
404	25.59407694
405	25.55150961
406	25.50929662
407	25.4676502
408	25.42914472
409	25.38783362
410	25.34680893
411	25.30422594
412	25.26434645
413	25.2269982
414	25.19087242
415	25.15498876
416	25.11609173
417	25.07927458
418	25.03885295
419	24.99718268
420	24.95654269
421	24.91587176
422	24.875409
423	24.83836713
424	24.80080793
425	24.76305299
426	24.72443313
427	24.6864079
428	24.64756775
429	24.60727653
430	24.57004454
431	24.53378326
432	24.49313645
433	24.45343326
434	24.41557509
435	24.37606399
436	24.34135713
437	24.30854028
438	24.2694365
439	24.23460555
440	24.1961318
441	24.16102215
442	24.12639528
443	24.09096548
444	24.05680478
445	24.02088551
446	23.98545081
447	23.94891408
448	23.91070966
449	23.87428288
450	23.84070064
451	23.80506778
452	23.76949915
453	23.73687587
454	23.70361239
455	23.66978243
456	23.63581776
457	23.60222778
458	23.56739037
459	23.53301821
460	23.50074843
461	23.46823437
462	23.43365521
463	23.39945553
464	23.36622373
465	23.33319035
466	23.30216786
467	23.27023346
468	23.23939249
469	23.20712474
470	23.17478876
471	23.14469344
472	23.11047164
473	23.0803947
474	23.05019427
475	23.01873285
476	22.98365798
477	22.95036719
478	22.91795285
479	22.88780732
480	22.85981489
481	22.82993332
482	22.79992994
483	22.7690719
484	22.74053798
485	22.70781714
486	22.67928537
487	22.64958848
488	22.61913923
489	22.58779483
490	22.55867961
491	22.52928828
492	22.49756898
493	22.46760104
494	22.4385292
495	22.40730858
496	22.3777861
497	22.3515051
498	22.32118033
499	22.29181385
500	22.26360928
501	22.23499193
502	22.19948187
503	22.17088594
504	22.14418576
505	22.11693805
506	22.08775295
507	22.05917043
508	22.03330469
509	22.00424745
510	21.97885638
511	21.94934593
512	21.92380494
513	21.89699068
514	21.87247411
515	21.84804162
516	21.82011424
517	21.7959478
518	21.77100201
519	21.74763892
520	21.72168934
521	21.69590684
522	21.67161043
523	21.64664002
524	21.62228709
525	21.59817801
526	21.57290413
527	21.54711459
528	21.52385916
529	21.50099172
530	21.47809775
531	21.45465442
532	21.42950036
533	21.40318144
534	21.37971119
535	21.35743994
536	21.33412599
537	21.30949301
538	21.2812006
539	21.25647005
540	21.23539844
541	21.21336974
542	21.18748723
543	21.164426
544	21.1408745
545	21.11696063
546	21.09508595
547	21.07067459
548	21.04572986
549	21.02027398
550	20.99716842
551	20.97672766
552	20.94974578
553	20.92449739
554	20.89746457
555	20.87654433
556	20.85231642
557	20.83204259
558	20.81006509
559	20.7872924
560	20.76437165
561	20.7430272
562	20.72290915
563	20.70113229
564	20.67674135
565	20.65323931
566	20.63265786
567	20.60970061
568	20.59084104
569	20.57144796
570	20.55057929
571	20.52664579
572	20.50565066
573	20.48420151
574	20.4616358
575	20.43934446
576	20.41718548
577	20.39732678
578	20.37837355
579	20.35946983
580	20.33832034
581	20.31806484
582	20.29895878
583	20.27816962
584	20.26016976
585	20.24138979
586	20.22222136
587	20.20247444
588	20.18542736
589	20.16573534
590	20.14668919
591	20.12713449
592	20.10497823
593	20.08746227
594	20.06926868
595	20.05267466
596	20.03441054
597	20.01082353
598	19.99201432
599	19.97312376
600	19.95662785
601	19.93989039
602	19.91962771
603	19.90223372
604	19.8827657
605	19.86621635
606	19.84736379
607	19.82999931
608	19.81068252
609	19.79374292
610	19.77823585
611	19.76081374
612	19.74561988
613	19.72842255
614	19.71248769
615	19.69402484
616	19.67561331
617	19.65897077
618	19.64116223
619	19.62364685
620	19.60726214
621	19.59054545
622	19.57355225
623	19.55443143
624	19.53719965
625	19.5227204
626	19.50792579
627	19.49127307
628	19.47898048
629	19.4626678
630	19.44707079
631	19.43259787
632	19.41889493
633	19.39675938
634	19.38061922
635	19.36347944
636	19.34813482
637	19.33240891
638	19.31846938
639	19.30254134
640	19.28644621
641	19.27023624
642	19.25465801
643	19.23641245
644	19.21825277
645	19.2016604
646	19.18388697
647	19.16883502
648	19.15445672
649	19.13932235
650	19.12389267
651	19.10760969
652	19.0931868
653	19.07890523
654	19.0608979
655	19.04497795
656	19.03069327
657	19.01479451
658	19.00015888
659	18.98482128
660	18.97265295
661	18.96041833
662	18.94259427
663	18.92855009
664	18.91720636
665	18.89975328
666	18.883919
667	18.87150396
668	18.85783311
669	18.84379136
670	18.83193631
671	18.81718781
672	18.80347548
673	18.79096671
674	18.7747347
675	18.76059749
676	18.74463166
677	18.73212358
678	18.71554886
679	18.70009959
680	18.68431783
681	18.67059374
682	18.65925327
683	18.64699305
684	18.63481967
685	18.62172869
686	18.60904197
687	18.59660322
688	18.58305463
689	18.56830744
690	18.55299541
691	18.53766391
692	18.52543699
693	18.50896521
694	18.49527891
695	18.48314201
696	18.46920749
697	18.45731294
698	18.44369474
699	18.43027093
700	18.41855422
701	18.40544717
702	18.39183353
703	18.37978948
704	18.36500289
705	18.35462907
706	18.34122341
707	18.33074218
708	18.31503627
709	18.3001239
710	18.28776064
711	18.27287648
712	18.26211133
713	18.24801895
714	18.23609635
715	18.22350525
716	18.21186731
717	18.19961215
718	18.18669343
719	18.17586234
720	18.16373786
721	18.15471735
722	18.14484675
723	18.13289929
724	18.12148652
725	18.10924415
726	18.09837735
727	18.0854795
728	18.07324207
729	18.062124
730	18.05222778
731	18.04200139
732	18.02911401
733	18.02068939
734	18.01068626
735	17.99880404
736	17.98487348
737	17.9755198
738	17.96421535
739	17.95510694
740	17.94228153
741	17.93037767
742	17.91796026
743	17.90958198
744	17.89768539
745	17.88778205
746	17.87322933
747	17.86126733
748	17.84997684
749	17.84065639
750	17.83234656
751	17.82310575
752	17.81387071
753	17.80363499
754	17.79550265
755	17.78696489
756	17.7732491
757	17.76318617
758	17.75316993
759	17.74179212
760	17.73002294
761	17.71898451
762	17.71164105
763	17.70166056
764	17.68989885
765	17.67564966
766	17.66762958
767	17.65952273
768	17.6493182
769	17.64248406
770	17.63370688
771	17.6233411
772	17.61059756
773	17.59921831
774	17.58909356
775	17.57939103
776	17.57132372
777	17.56105941
778	17.55358195
779	17.54226765
780	17.53269151
781	17.52179586
782	17.51073484
783	17.5027534
784	17.4898078
785	17.48131414
786	17.47477585
787	17.4644553
788	17.45305455
789	17.44406541
790	17.43475101
791	17.42656161
792	17.41442538
793	17.40627432
794	17.39177449
795	17.38099817
796	17.37035141
797	17.36015807
798	17.35064655
799	17.34005316
800	17.33380372
801	17.32380671
802	17.31278786
803	17.30311779
804	17.29520064
805	17.28787146
806	17.27269746
807	17.26470149
808	17.2572476
809	17.24947457
810	17.23682384
811	17.22847048
812	17.22062176
813	17.20938388
814	17.19961457
815	17.18962086
816	17.18410453
817	17.17376493
818	17.16588932
819	17.15829644
820	17.15042218
821	17.14108548
822	17.13523667
823	17.12560765
824	17.11700007
825	17.1109559
826	17.10306987
827	17.09084665
828	17.08341068
829	17.07292633
830	17.0637151
831	17.05362296
832	17.04217394
833	17.03141116
834	17.02062395
835	17.01405892
836	17.00581508
837	16.99695219
838	16.98859572
839	16.97839992
840	16.9675393
841	16.9558662
842	16.94878485
843	16.94000042
844	16.93057632
845	16.91966354
846	16.91278524
847	16.90358253
848	16.89558242
849	16.88743091
850	16.88132267
851	16.86895138
852	16.85969479
853	16.85273631
854	16.84464619
855	16.83787487
856	16.82837032
857	16.81940828
858	16.81005828
859	16.80197952
860	16.79458161
861	16.7880188
862	16.78172213
863	16.77689352
864	16.76680874
865	16.75693936
866	16.74997798
867	16.7398252
868	16.73207918
869	16.72141362
870	16.71283317
871	16.70351553
872	16.69347115
873	16.68176143
874	16.67155729
875	16.6639797
876	16.65520442
877	16.65013857
878	16.6436526
879	16.6352058
880	16.62925398
881	16.62108827
882	16.61386628
883	16.6067863
884	16.59679722
885	16.58959908
886	16.58156194
887	16.57466772
888	16.56928739
889	16.56217584
890	16.5543193
891	16.54687538
892	16.53969096
893	16.53257264
894	16.52595089
895	16.52021958
896	16.51054476
897	16.50072004
898	16.49369257
899	16.48610752
900	16.47996894
901	16.47311742
902	16.46402409
903	16.45313024
904	16.44639975
905	16.44009053
906	16.43366476
907	16.42796943
908	16.41980586
909	16.41336972
910	16.40727163
911	16.39944082
912	16.39280904
913	16.38373489
914	16.37435445
915	16.36841183
916	16.36306051
917	16.35750118
918	16.35061816
919	16.34566575
920	16.34054779
921	16.33176589
922	16.32602366
923	16.31988387
924	16.31486109
925	16.30697263
926	16.3018874
927	16.29537096
928	16.28960918
929	16.28093882
930	16.27394197
931	16.26459523
932	16.25722457
933	16.25302654
934	16.24564092
935	16.23797398
936	16.22922039
937	16.22396541
938	16.21996553
939	16.21464534
940	16.20972998
941	16.20391243
942	16.19399621
943	16.18574195
944	16.17659294
945	16.16567269
946	16.15942563
947	16.1541239
948	16.14843092
949	16.14268167
950	16.13559345
951	16.12952855
952	16.12404037
953	16.11432414
954	16.10785348
955	16.09849056
956	16.09275667
957	16.08589776
958	16.07982698
959	16.07371149
960	16.06813338
961	16.0618337
962	16.05074421
963	16.04574135
964	16.04033305
965	16.0356488
966	16.02967901
967	16.02398126
968	16.01784122
969	16.01342943
970	16.00477388
971	15.9952136
972	15.99117273
973	15.98521195
974	15.97852588
975	15.97297548
976	15.96617818
977	15.9599051
978	15.95554546
979	15.94767929
980	15.94338383
981	15.93358925
982	15.92371631
983	15.91704513
984	15.91179993
985	15.90230893
986	15.89730933
987	15.89140917
988	15.88410001
989	15.87931085
990	15.87328696
991	15.8683744
992	15.86284398
993	15.85844274
994	15.85343934
995	15.84885871
996	15.84550365
997	15.84122151
998	15.83722573
999	15.82827552
1000	15.82023919
1001	15.81415741
1002	15.80738434
1003	15.80181691
1004	15.79739592
1005	15.79149327
1006	15.78403958
1007	15.77826224
1008	15.77331092
1009	15.7673636
1010	15.76185794
1011	15.75719323
1012	15.74764458
1013	15.73940677
1014	15.73481601
1015	15.72971782
1016	15.72243507
1017	15.71742063
1018	15.71193961
1019	15.70593045
1020	15.69953249
1021	15.69126392
1022	15.68454494
1023	15.67912894
1024	15.67419265
1025	15.66901701
1026	15.66427506
1027	15.65923291
1028	15.65424408
1029	15.64918304
1030	15.64411232
1031	15.63544434
1032	15.62900938
1033	15.62294548
1034	15.61561218
1035	15.60990074
1036	15.60581649
1037	15.59934574
1038	15.59503004
1039	15.59148335
1040	15.58236396
1041	15.57663148
1042	15.56830442
1043	15.56587132
1044	15.56233197
1045	15.55794673
1046	15.55287921
1047	15.54626363
1048	15.54125107
1049	15.5354543
1050	15.53272606
1051	15.52846474
1052	15.52501789
1053	15.52025345
1054	15.51559901
1055	15.50665399
1056	15.50134072
1057	15.4965589
1058	15.4932364
1059	15.48795738
1060	15.48444564
1061	15.4785219
1062	15.47534624
1063	15.47147741
1064	15.46422756
1065	15.46147972
1066	15.45880077
1067	15.45486174
1068	15.44943707
1069	15.44259187
1070	15.43792097
1071	15.43495024
1072	15.43179476
1073	15.42457425
1074	15.42132735
1075	15.41105135
1076	15.4063451
1077	15.4017582
1078	15.39714214
1079	15.39343586
1080	15.38726427
1081	15.38359228
1082	15.37626734
1083	15.36910581
1084	15.36545332
1085	15.36294052
1086	15.35975364
1087	15.35514502
1088	15.35103728
1089	15.34736129
1090	15.34020539
1091	15.33059182
1092	15.322054
1093	15.31798573
1094	15.31303484
1095	15.30982228
1096	15.30337662
1097	15.29976507
1098	15.29662438
1099	15.29252123
1100	15.28418767
1101	15.28187971
1102	15.27498492
1103	15.26878416
1104	15.26451642
1105	15.25825
1106	15.25393563
1107	15.2489547
1108	15.24509734
1109	15.24173979
1110	15.23901179
1111	15.23471783
1112	15.23055749
1113	15.22563546
1114	15.22297169
1115	15.21889838
1116	15.21339354
1117	15.2088223
1118	15.20226827
1119	15.19704286
1120	15.19385037
1121	15.18981828
1122	15.18599714
1123	15.1815285
1124	15.177133
1125	15.17225579
1126	15.16683891
1127	15.15966045
1128	15.15503895
1129	15.15074575
1130	15.14624238
1131	15.14234613
1132	15.13874757
1133	15.13481898
1134	15.13026755
1135	15.12676981
1136	15.12250963
1137	15.11873841
1138	15.11490714
1139	15.11055584
1140	15.10735382
1141	15.10138634
1142	15.09772857
1143	15.09042838
1144	15.08716986
1145	15.08384201
1146	15.08088544
1147	15.07196186
1148	15.0691878
1149	15.06517129
1150	15.06257219
1151	15.05971294
1152	15.05719816
1153	15.0515662
1154	15.04871492
1155	15.04251695
1156	15.03901938
1157	15.03612479
1158	15.03104254
1159	15.02856617
1160	15.0252697
1161	15.02317691
1162	15.02130733
1163	15.01756207
1164	15.01431597
1165	15.00890522
1166	15.00557079
1167	15.0039406
1168	14.99995768
1169	14.99654854
1170	14.99367837
1171	14.98680479
1172	14.98304827
1173	14.98000678
1174	14.97668497
1175	14.97448821
1176	14.97161294
1177	14.96893592
1178	14.96364647
1179	14.96083368
1180	14.95852257
1181	14.95482622
1182	14.95212897
1183	14.94963975
1184	14.94728176
1185	14.94395308
1186	14.94212613
1187	14.93902314
1188	14.93622609
1189	14.93320788
1190	14.93009874
1191	14.92596606
1192	14.92306677
1193	14.91939475
1194	14.91787244
1195	14.91373356
1196	14.90842071
1197	14.90513017
1198	14.90265907
1199	14.89739524
1200	14.89484923
1201	14.88956474
1202	14.88731647
1203	14.88378214
1204	14.87838991
1205	14.87421466
1206	14.87152901
1207	14.8683444
1208	14.86411771
1209	14.86205166
1210	14.85993601
1211	14.85697352
1212	14.85469104
1213	14.85076395
1214	14.84856546
1215	14.84646026
1216	14.84353147
1217	14.84005578
1218	14.83555886
1219	14.83257764
1220	14.8304384
1221	14.82841827
1222	14.82272378
1223	14.82066441
1224	14.81875491
1225	14.81508885
1226	14.81188022
1227	14.80938426
1228	14.80683933
1229	14.80491787
1230	14.79747401
1231	14.7939308
1232	14.79189502
1233	14.7862249
1234	14.78486839
1235	14.78053578
1236	14.77752648
1237	14.77421773
1238	14.7687603
1239	14.76719484
1240	14.76298444
1241	14.7592648
1242	14.75670379
1243	14.75393101
1244	14.75105869
1245	14.74872669
1246	14.74704292
1247	14.74184719
1248	14.73942476
1249	14.73449382
1250	14.73211389
1251	14.73036764
1252	14.72778068
1253	14.72484072
1254	14.7208814
1255	14.71852037
1256	14.71436811
1257	14.71255665
1258	14.70736379
1259	14.70475576
1260	14.70233458
1261	14.69930223
1262	14.69537502
1263	14.69029883
1264	14.68728125
1265	14.68143189
1266	14.67914366
1267	14.67703382
1268	14.67393941
1269	14.67224527
1270	14.66857707
1271	14.66277124
1272	14.66069623
1273	14.65868315
1274	14.65543189
1275	14.65161463
1276	14.64863832
1277	14.64502048
1278	14.64205735
1279	14.63923416
1280	14.63373058
1281	14.63155324
1282	14.62908471
1283	14.62519661
1284	14.62361897
1285	14.62128765
1286	14.61984692
1287	14.61646438
1288	14.61048956
1289	14.60845069
1290	14.60279249
1291	14.60037803
1292	14.59858322
1293	14.59403127
1294	14.59267495
1295	14.58857464
1296	14.58660163
1297	14.58191261
1298	14.5800689
1299	14.57613497
1300	14.57378832
1301	14.5714687
1302	14.57026081
1303	14.56556524
1304	14.56177451
1305	14.55599386
1306	14.55187073
1307	14.54963111
1308	14.5483806
1309	14.54477946
1310	14.54061046
1311	14.53564146
1312	14.53484745
1313	14.53000645
1314	14.52746991
1315	14.5257035
1316	14.52407186
1317	14.52143237
1318	14.51999722
1319	14.51587008
