iter	MAE
484	151.741053
485	151.7393594
486	151.7075155
487	151.7070367
488	151.7066216
489	151.6576595
490	151.6215375
491	151.6070479
492	151.6066933
493	151.606537
494	151.6065204
495	151.6061586
496	151.5881757
497	151.5564998
498	151.5406813
499	151.5142043
500	151.5136615
501	151.5131689
502	151.5126948
503	151.5105559
504	151.5105168
505	151.510479
506	151.4954819
507	151.4546088
508	151.4516376
509	151.4281574
510	151.3940485
511	151.3939019
512	151.3939013
513	151.3844235
514	151.384405
515	151.383342
516	151.3819778
517	151.3810151
518	151.3797164
519	151.3788569
520	151.3788561
521	151.376342
522	151.3755909
523	151.375369
524	151.3752729
525	151.352265
526	151.3522638
527	151.3522549
528	151.3522533
529	151.3522519
530	151.3406371
531	151.339191
532	151.3178502
533	151.3177658
534	151.317707
535	151.2878609
536	151.2871821
537	151.2871672
538	151.2871371
539	151.2871367
540	151.2722191
541	151.2509606
542	151.2281823
543	151.1820109
544	151.1799798
545	151.1583739
546	151.1214877
547	151.1022806
548	151.1022803
549	151.1019243
550	151.101924
551	151.0926219
552	151.092478
553	151.092478
554	151.0915795
555	151.0915354
556	151.0602267
557	151.0364704
558	151.0335466
559	151.0334769
560	151.0334554
561	151.0181789
562	151.0181338
563	150.9799869
564	150.9578385
565	150.9567567
566	150.9566451
567	150.956645
568	150.9566448
569	150.9566215
570	150.9451081
571	150.9408727
572	150.9079285
573	150.8735267
574	150.8706797
575	150.8674964
576	150.8239371
577	150.8239016
578	150.8216564
579	150.8216559
580	150.8216559
581	150.8215863
582	150.8018746
583	150.7929086
584	150.772536
585	150.7499666
586	150.7499414
587	150.7185631
588	150.6655408
589	150.6248534
590	150.5784787
591	150.5756001
592	150.5439814
593	150.4966558
594	150.4937083
595	150.4896668
596	150.4826009
597	150.4651352
598	150.4332678
599	150.4305249
600	150.4242198
601	150.3930768
602	150.3650121
603	150.3060265
604	150.3052307
605	150.3049898
606	150.304967
607	150.3030014
608	150.3028421
609	150.3023703
610	150.2890631
611	150.2799867
612	150.2790131
613	150.2789516
614	150.2587316
615	150.2587168
616	150.258621
617	150.2586194
618	150.2582295
619	150.2568223
620	150.2519529
621	150.2518794
622	150.2471419
623	150.237009
624	150.2366951
625	150.2271879
626	150.2269913
627	150.2269401
628	150.2268429
629	150.2264956
630	150.2264894
631	150.2249098
632	150.2238735
633	150.2210696
634	150.2202941
635	150.2198734
636	150.2151989
637	150.2150373
638	150.2141368
639	150.2136795
640	150.213595
641	150.2135294
642	150.2134549
643	150.2125429
644	150.2120938
645	150.2120496
646	150.2120117
647	150.2111456
648	150.2086799
649	150.2076842
650	150.207209
651	150.2066011
652	150.2017042
653	150.1996176
654	150.1901063
655	150.1895994
656	150.1867774
657	150.1851557
658	150.1832206
659	150.1796989
660	150.1796638
661	150.1748548
662	150.1739777
663	150.1637985
664	150.1637637
665	150.161624
666	150.1566258
667	150.1484119
668	150.1473251
669	150.1464682
670	150.1463058
671	150.1460399
672	150.1460267
673	150.1458319
674	150.1457356
675	150.1452929
676	150.1247456
677	150.1153837
678	150.1105743
679	150.1073762
680	150.1047524
681	150.0912069
682	150.0786389
683	150.077822
684	150.0694164
685	150.0469601
686	150.0270007
687	150.0140225
688	150.0012026
689	150.0009846
690	149.9994481
691	149.9909107
692	149.980493
693	149.9804926
694	149.9730694
695	149.9555121
696	149.9326515
697	149.9317673
698	149.8919392
699	149.8743073
700	149.8644051
701	149.8633248
702	149.8549514
703	149.8549037
704	149.8464134
705	149.8047826
706	149.7934205
707	149.7793929
708	149.7589406
709	149.7586593
710	149.7578149
711	149.7577172
712	149.7478495
713	149.7468374
714	149.7009689
715	149.6794141
716	149.6778331
717	149.6597664
718	149.6148636
719	149.6138478
720	149.6136469
721	149.6125745
722	149.6101052
723	149.6064044
724	149.603977
725	149.6029636
726	149.591706
727	149.5915887
728	149.5904289
729	149.5855824
730	149.5851667
731	149.5839795
732	149.5728335
733	149.5720188
734	149.553206
735	149.5499061
736	149.5459365
737	149.5453627
738	149.5383288
739	149.5344732
740	149.5316126
741	149.5301386
742	149.5214409
743	149.5169475
744	149.5121384
745	149.5047783
746	149.5014573
747	149.4950218
748	149.4860016
749	149.4698489
750	149.4532457
751	149.4426281
752	149.41531
753	149.4016048
754	149.3736304
755	149.3430666
756	149.3067509
757	149.2982472
758	149.2916746
759	149.2887403
760	149.2787695
761	149.2729036
762	149.2728585
763	149.263238
764	149.2585218
765	149.253882
766	149.2319778
767	149.2200677
768	149.208148
769	149.2063941
770	149.1875533
771	149.1797744
772	149.1739816
773	149.1634973
774	149.1552015
775	149.1483823
776	149.1453902
777	149.1372945
778	149.1259193
779	149.1062446
780	149.0540519
781	149.035735
782	149.0207104
783	149.0142296
784	149.0029082
785	148.9991513
786	148.9801211
787	148.9729946
788	148.9592751
789	148.9499824
790	148.9322379
791	148.9076926
792	148.8924686
793	148.8776939
794	148.8652867
795	148.8355832
796	148.8143921
797	148.7928842
798	148.7893644
799	148.7769052
800	148.7573012
801	148.7307589
802	148.7110425
803	148.6954309
804	148.6807719
805	148.6538999
806	148.6331027
807	148.6176155
808	148.5982482
809	148.5809705
810	148.5674701
811	148.551838
812	148.5192002
813	148.5191396
814	148.4972713
815	148.4833634
816	148.4833623
817	148.479179
818	148.4476606
819	148.4406846
820	148.4262802
821	148.3828973
822	148.3590264
823	148.3431709
824	148.3348272
825	148.3348097
826	148.319868
827	148.3066247
828	148.3035287
829	148.2837804
830	148.2741955
831	148.2246681
832	148.2205911
833	148.2066754
834	148.2066525
835	148.2048786
836	148.2038543
837	148.202933
838	148.2029327
839	148.1940668
840	148.1864447
841	148.1692224
842	148.1469267
843	148.1224793
844	148.1102431
845	148.1101719
846	148.1088123
847	148.1016901
848	148.0720744
849	148.0644512
850	148.0589913
851	148.0369027
852	148.0280354
853	148.0279144
854	148.0193291
855	147.9834664
856	147.9576411
857	147.9345563
858	147.9176651
859	147.9079994
860	147.899139
861	147.8990985
862	147.8974855
863	147.87757
864	147.8708181
865	147.8639413
866	147.8378466
867	147.8362155
868	147.8362029
869	147.8292471
870	147.8172899
871	147.8103198
872	147.7927498
873	147.7918206
874	147.7870432
875	147.7850365
876	147.7662211
877	147.7614841
878	147.7462171
879	147.7430113
880	147.7405608
881	147.7334356
882	147.7099779
883	147.7043273
884	147.7007132
885	147.6964693
886	147.6923951
887	147.6757583
888	147.6551437
889	147.6500937
890	147.6440454
891	147.6424826
892	147.6424057
893	147.6368036
894	147.6298109
895	147.6004308
896	147.5849107
897	147.5660331
898	147.5445609
899	147.5421998
900	147.5421238
901	147.538728
902	147.5280076
903	147.5131379
904	147.4985809
905	147.4985146
906	147.4983567
907	147.4975245
908	147.4947968
909	147.4931329
910	147.4870511
911	147.483577
912	147.4835742
913	147.4477634
914	147.4436471
915	147.4351071
916	147.4269517
917	147.4204187
918	147.4103353
919	147.3908106
920	147.3872115
921	147.3800228
922	147.3456603
923	147.3326827
924	147.3007063
925	147.2999612
926	147.2871726
927	147.276266
928	147.2760464
929	147.2743339
930	147.2737867
931	147.2717232
932	147.2690668
933	147.2669321
934	147.2665961
935	147.2549515
936	147.2546536
937	147.2541308
938	147.2538275
939	147.2525108
940	147.251953
941	147.2518136
942	147.2517887
943	147.2465387
944	147.2307055
945	147.2306263
946	147.2275077
947	147.2273517
948	147.2241196
949	147.2199798
950	147.204583
951	147.183992
952	147.1828065
953	147.1503338
954	147.148902
955	147.1486408
956	147.1455647
957	147.1449165
958	147.1447621
959	147.1445777
960	147.138952
961	147.1347683
962	147.1180475
963	147.117162
964	147.1166291
965	147.1035257
966	147.0846092
967	147.081495
968	147.0633484
969	147.0462508
970	147.0254385
971	147.0054901
972	147.003796
973	146.9996618
974	146.9928091
975	146.9924118
976	146.9916025
977	146.9914228
978	146.9688211
979	146.9684384
980	146.9678893
981	146.9677026
982	146.9604305
983	146.9575754
984	146.9410211
985	146.9259975
986	146.8966489
987	146.8720887
988	146.8404917
989	146.8376496
990	146.8301378
991	146.8272118
992	146.8099586
993	146.80445
994	146.7820794
995	146.7811079
996	146.7806562
997	146.7804078
998	146.7799673
999	146.7765319
